"D_Gemeente";"D_Postnummer";"D_GemeenteNaam";"D_LandCode"
"2520";"7951";"Tongre-Notre-Dame";"BEL"
"2521";"7950";"Tongre-Saint-Martin";"BEL"
"2522";"5140";"Tongrinne";"BEL"
"2523";"6717";"Tontelange";"BEL"
"2524";"6767";"Torgny";"BEL"
"2525";"8820";"Torhout";"BEL"
"2526";"4263";"Tourinne (Lg.)";"BEL"
"2527";"1320";"Tourinnes-la-Grosse";"BEL"
"2528";"1457";"Tourinnes-Saint-Lambert";"BEL"
"2529";"7500";"Tournai";"BEL"
"2530";"6840";"Tournay";"BEL"
"2531";"7904";"Tourpes";"BEL"
"2532";"6890";"Transinne";"BEL"
"2533";"6183";"Trazegnies";"BEL"
"2534";"5670";"Treignes";"BEL"
"2535";"4670";"Trembleur";"BEL"
"2536";"3120";"Tremelo";"BEL"
"2537";"7100";"Trivi?res";"BEL"
"2538";"4280";"Trogn?e";"BEL"
"2539";"4980";"Trois-Ponts";"BEL"
"2540";"4870";"Trooz";"BEL"
"2541";"1480";"Tubize";"BEL"
"2542";"2300";"Turnhout";"BEL"
"2543";"1049";"U.E.-Commission";"BEL"
"2544";"1048";"U.E.-Conseil";"BEL"
"2545";"1180";"Uccle";"BEL"
"2546";"6833";"Ucimont";"BEL"
"2547";"3631";"Uikhoven";"BEL"
"2548";"9290";"Uitbergen";"BEL"
"2549";"8370";"Uitkerke";"BEL"
"2550";"1180";"Ukkel";"BEL"
"2551";"3832";"Ulbeek";"BEL"
"2552";"5310";"Upigny";"BEL"
"2553";"9910";"Ursel";"BEL"
"2554";"3054";"Vaalbeek";"BEL"
"2555";"3770";"Val-Meer";"BEL"
"2556";"6741";"Vance";"BEL"
"2557";"2431";"Varendonk";"BEL"
"2558";"8490";"Varsenare";"BEL"
"2559";"5680";"Vaucelles";"BEL"
"2560";"7536";"Vaulx (Tournai)";"BEL"
"2561";"6462";"Vaulx-lez-Chimay";"BEL"
"2562";"6960";"Vaux-Chavanne";"BEL"
"2563";"4530";"Vaux-et-Borset";"BEL"
"2564";"6640";"Vaux-lez-Rosi?res";"BEL"
"2565";"4051";"Vaux-sous-Ch?vremont";"BEL"
"2566";"6640";"Vaux-sur-Sure";"BEL"
"2567";"3870";"Vechmaal";"BEL"
"2568";"5020";"Vedrin";"BEL"
"2569";"2431";"Veerle";"BEL"
"2570";"7760";"Velaines";"BEL"
"2571";"5060";"Velaine-sur-Sambre";"BEL"
"2572";"8210";"Veldegem";"BEL"
"2573";"3620";"Veldwezelt";"BEL"
"2574";"7120";"Vellereille-les-Brayeux";"BEL"
"2575";"7120";"Vellereille-le-Sec";"BEL"
"2576";"3806";"Velm";"BEL"
"2577";"4460";"Velroux";"BEL"
"2578";"3020";"Veltem-Beisem";"BEL"
"2579";"9620";"Velzeke-Ruddershove";"BEL"
"2580";"5575";"Vencimont";"BEL"
"2581";"1005";"Ver.Verg.Gemeensch.Gemeensch.Comm.";"BEL"
"2582";"6440";"Vergnies";"BEL"
"2583";"4537";"Verlaine";"BEL"
"2584";"5370";"Verl?e";"BEL"
"2585";"9130";"Verrebroek";"BEL"
"2586";"3370";"Vertrijk";"BEL"
"2587";"4800";"Verviers";"BEL"
"2588";"6870";"Vesqueville";"BEL"
"2589";"3870";"Veulen";"BEL"
"2590";"8630";"Veurne";"BEL"
"2591";"5300";"Vezin";"BEL"
"2592";"7538";"Vezon";"BEL"
"2593";"9500";"Viane";"BEL"
"2594";"8570";"Vichte";"BEL"
"2595";"6690";"Vielsalm";"BEL"
"2596";"4317";"Viemme";"BEL"
"2597";"2240";"Viersel";"BEL"
"2598";"4577";"Vierset-Barse";"BEL"
"2599";"5670";"Vierves-sur-Viroin";"BEL"
"2600";"6230";"Viesville";"BEL"
"2601";"1472";"Vieux-Genappe";"BEL"
"2602";"4190";"Vieuxville";"BEL"
"2603";"4530";"Vieux-Waleffe";"BEL"
"2604";"6890";"Villance";"BEL"
"2605";"4260";"Ville-en-Hesbaye";"BEL"
"2606";"7322";"Ville-Pommeroeul";"BEL"
"2607";"7334";"Villerot";"BEL"
"2608";"4161";"Villers-aux-Tours";"BEL"
"2609";"5630";"Villers-Deux-Eglises";"BEL"
"2610";"6823";"Villers-Devant-Orval";"BEL"
"2611";"5600";"Villers-en-Fagne";"BEL"
"2612";"6600";"Villers-la-Bonne-Eau";"BEL"
"2613";"6769";"Villers-la-Loue";"BEL"
"2614";"6460";"Villers-la-Tour";"BEL"
"2615";"1495";"Villers-la-Ville";"BEL"
"2616";"4530";"Villers-le-Bouillet";"BEL"
"2617";"5600";"Villers-le-Gambon";"BEL"
"2618";"4280";"Villers-le-Peuplier";"BEL"
"2619";"4550";"Villers-le-Temple";"BEL"
"2620";"4340";"Villers-l'Ev?que";"BEL"
"2621";"5080";"Villers-lez-Heest";"BEL"
"2622";"7812";"Villers-Notre-Dame";"BEL"
"2623";"6210";"Villers-Perwin";"BEL"
"2624";"6280";"Villers-Poterie";"BEL"
"2625";"7812";"Villers-Saint-Amand";"BEL"
"2626";"6941";"Villers-Sainte-Gertrude";"BEL"
"2627";"7031";"Villers-Saint-Ghislain";"BEL"
"2628";"4453";"Villers-Saint-Sim?on";"BEL"
"2629";"5580";"Villers-sur-Lesse";"BEL"
"2630";"6740";"Villers-sur-Semois";"BEL"
"2631";"7070";"Ville-sur-Haine (Le Roeulx)";"BEL"
"2632";"1800";"Vilvoorde";"BEL"
"2633";"4520";"Vinalmont";"BEL"
"2634";"9921";"Vinderhoute";"BEL"
"2635";"8630";"Vinkem";"BEL"
"2636";"9800";"Vinkt";"BEL"
"2637";"6461";"Virelles";"BEL"
"2638";"1460";"Virginal-Samme";"BEL"
"2639";"5670";"Viroinval";"BEL"
"2640";"6760";"Virton";"BEL"
"2641";"4600";"Vis?";"BEL"
"2642";"3300";"Vissenaken";"BEL"
"2643";"5070";"Vitrival";"BEL"
"2644";"4683";"Vivegnis";"BEL"
"2645";"6833";"Vivy";"BEL"
"2646";"1011";"Vlaamse Raad - Vlaams Parlement";"BEL"
"2647";"8600";"Vladslo";"BEL"
"2648";"8908";"Vlamertinge";"BEL"
"2649";"9420";"Vlekkem";"BEL"
"2650";"8640";"Vleteren";"BEL"
"2651";"1602";"Vlezenbeek";"BEL"
"2652";"3724";"Vliermaal";"BEL"
"2653";"3721";"Vliermaalroot";"BEL"
"2654";"9520";"Vlierzele";"BEL"
"2655";"3770";"Vlijtingen";"BEL"
"2656";"2340";"Vlimmeren";"BEL"
"2657";"8421";"Vlissegem";"BEL"
"2658";"7880";"Vloesberg";"BEL"
"2659";"5600";"Vodec?e";"BEL"
"2660";"5680";"Vodel?e";"BEL"
"2661";"3790";"Voeren";"BEL"
"2662";"5650";"Vogen?e";"BEL"
"2663";"9700";"Volkegem";"BEL"
"2664";"1570";"Vollezele";"BEL"
"2665";"5570";"Von?che";"BEL"
"2666";"9400";"Voorde";"BEL"
"2667";"8902";"Voormezele";"BEL"
"2668";"3840";"Voort";"BEL"
"2669";"4347";"Voroux-Goreux";"BEL"
"2670";"4451";"Voroux-lez-Liers";"BEL"
"2671";"2290";"Vorselaar";"BEL"
"2672";"3890";"Vorsen";"BEL"
"2673";"1190";"Vorst";"BEL"
"2674";"2430";"Vorst (Kempen)";"BEL"
"2675";"2350";"Vosselaar";"BEL"
"2676";"9850";"Vosselare";"BEL"
"2677";"3080";"Vossem";"BEL"
"2678";"4041";"Vottem";"BEL"
"2679";"9120";"Vrasene";"BEL"
"2680";"2531";"Vremde";"BEL"
"2681";"3700";"Vreren";"BEL"
"2682";"5550";"Vresse-sur-Semois";"BEL"
"2683";"3770";"Vroenhoven";"BEL"
"2684";"1043";"VRT";"BEL"
"2685";"1818";"VTM";"BEL"
"2686";"3630";"Vucht";"BEL"
"2687";"9890";"Vurste";"BEL"
"2688";"4570";"Vyle-et-Tharoul";"BEL"
"2689";"3473";"Waanrode";"BEL"
"2690";"9506";"Waarbeke";"BEL"
"2691";"8020";"Waardamme";"BEL"
"2692";"2550";"Waarloos";"BEL"
"2693";"8581";"Waarmaarde";"BEL"
"2694";"9950";"Waarschoot";"BEL"
"2695";"3401";"Waasmont";"BEL"
"2696";"9250";"Waasmunster";"BEL"
"2697";"7784";"Waasten";"BEL"
"2698";"9185";"Wachtebeke";"BEL"
"2699";"7971";"Wadelincourt";"BEL"
"2700";"6223";"Wagnel?e";"BEL"
"2701";"6900";"Waha";"BEL"
"2702";"5377";"Waillet";"BEL"
"2703";"4950";"Waimes";"BEL"
"2704";"8720";"Wakken";"BEL"
"2705";"5650";"Walcourt";"BEL"
"2706";"2800";"Walem";"BEL"
"2707";"1457";"Walhain";"BEL"
"2708";"1457";"Walhain-Saint-Paul";"BEL"
"2709";"4711";"Walhorn";"BEL"
"2710";"3401";"Walsbets";"BEL"
"2711";"3401";"Walshoutem";"BEL"
"2712";"3740";"Waltwilder";"BEL"
"2713";"1741";"Wambeek";"BEL"
"2714";"5570";"Wancennes";"BEL"
"2715";"4020";"Wandre";"BEL"
"2716";"6224";"Wanferc?e-Baulet";"BEL"
"2717";"3400";"Wange";"BEL"
"2718";"6220";"Wangenies";"BEL"
"2719";"5564";"Wanlin";"BEL"
"2720";"4980";"Wanne";"BEL"
"2721";"7861";"Wannebecq";"BEL"
"2722";"9772";"Wannegem-Lede";"BEL"
"2723";"4280";"Wansin";"BEL"
"2724";"4520";"Wanze";"BEL"
"2725";"9340";"Wanzele";"BEL"
"2726";"7548";"Warchin";"BEL"
"2727";"7740";"Warcoing";"BEL"
"2728";"6600";"Wardin";"BEL"
"2729";"8790";"Waregem";"BEL"
"2730";"4300";"Waremme";"BEL"
"2731";"5310";"Waret-la-Chauss?e";"BEL"
"2732";"4217";"Waret-l'Ev?que";"BEL"
"2733";"5080";"Warisoulx";"BEL"
"2734";"5537";"Warnant";"BEL"
"2735";"4530";"Warnant-Dreye";"BEL"
"2736";"7784";"Warneton";"BEL"
"2737";"7340";"Warquignies";"BEL"
"2738";"4608";"Warsage";"BEL"
"2739";"4590";"Warz?e";"BEL"
"2740";"7340";"Wasmes";"BEL"
"2741";"7604";"Wasmes-Audemez-Briffoeil";"BEL"
"2742";"7390";"Wasmuel";"BEL"
"2743";"4219";"Wasseiges";"BEL"
"2744";"9988";"Waterland-Oudeman";"BEL"
"2745";"1410";"Waterloo";"BEL"
"2746";"1170";"Watermaal-Bosvoorde";"BEL"
"2747";"1170";"Watermael-Boitsfort";"BEL"
"2748";"9988";"Watervliet";"BEL"
"2749";"8978";"Watou";"BEL"
"2750";"7910";"Wattripont";"BEL"
"2751";"7131";"Waudrez";"BEL"
"2752";"5540";"Waulsort";"BEL"
"2753";"1440";"Wauthier-Braine";"BEL"
"2754";"1300";"Wavre";"BEL"
"2755";"5580";"Wavreille";"BEL"
"2756";"6210";"Wayaux";"BEL"
"2757";"1474";"Ways";"BEL"
"2758";"3290";"Webbekom";"BEL"
"2759";"2275";"Wechelderzande";"BEL"
"2760";"2381";"Weelde";"BEL"
"2761";"1982";"Weerde";"BEL"
"2762";"2880";"Weert";"BEL"
"2763";"4860";"Wegnez";"BEL"
"2764";"5523";"Weillen";"BEL"
"2765";"4950";"Weismes";"BEL"
"2766";"9700";"Welden";"BEL"
"2767";"4840";"Welkenraedt";"BEL"
"2768";"9473";"Welle";"BEL"
"2769";"3830";"Wellen";"BEL"
"2770";"6920";"Wellin";"BEL"
"2771";"1780";"Wemmel";"BEL"
"2772";"8420";"Wenduine";"BEL"
"2773";"5100";"W?pion";"BEL"
"2774";"4190";"Werbomont";"BEL"
"2775";"3118";"Werchter";"BEL"
"2776";"6940";"W?ris";"BEL"
"2777";"8610";"Werken";"BEL"
"2778";"3730";"Werm";"BEL"
"2779";"8940";"Wervik";"BEL"
"2780";"3150";"Wespelaar";"BEL"
"2781";"8434";"Westende";"BEL"
"2782";"2260";"Westerlo";"BEL"
"2783";"8300";"Westkapelle";"BEL"
"2784";"8460";"Westkerke";"BEL"
"2785";"2390";"Westmalle";"BEL"
"2786";"2235";"Westmeerbeek";"BEL"
"2787";"8954";"Westouter";"BEL"
"2788";"9230";"Westrem";"BEL"
"2789";"8840";"Westrozebeke";"BEL"
"2790";"8640";"Westvleteren";"BEL"
"2791";"9230";"Wetteren";"BEL"
"2792";"8560";"Wevelgem";"BEL"
"2793";"3111";"Wezemaal";"BEL"
"2794";"1970";"Wezembeek-Oppem";"BEL"
"2795";"3401";"Wezeren";"BEL"
"2796";"7620";"Wez-Velvain";"BEL"
"2797";"6666";"Wibrin";"BEL"
"2798";"9260";"Wichelen";"BEL"
"2799";"3700";"Widooie (Haren)";"BEL"
"2800";"2222";"Wiekevorst";"BEL"
"2801";"8710";"Wielsbeke";"BEL"
"2802";"5100";"Wierde";"BEL"
"2803";"7608";"Wiers";"BEL"
"2804";"5571";"Wiesme";"BEL"
"2805";"9280";"Wieze";"BEL"
"2806";"7370";"Wih?ries";"BEL"
"2807";"4452";"Wihogne";"BEL"
"2808";"3990";"Wijchmaal";"BEL"
"2809";"3850";"Wijer";"BEL"
"2810";"3018";"Wijgmaal (Brabant)";"BEL"
"2811";"2110";"Wijnegem";"BEL"
"2812";"3670";"Wijshagen";"BEL"
"2813";"8953";"Wijtschate";"BEL"
"2814";"3803";"Wilderen";"BEL"
"2815";"7904";"Willaupuis";"BEL"
"2816";"3370";"Willebringen";"BEL"
"2817";"2830";"Willebroek";"BEL"
"2818";"7506";"Willemeau";"BEL"
"2819";"5575";"Willerzie";"BEL"
"2820";"2610";"Wilrijk (Antwerpen)";"BEL"
"2821";"3012";"Wilsele";"BEL"
"2822";"8431";"Wilskerke";"BEL"
"2823";"3501";"Wimmertingen";"BEL"
"2824";"5570";"Winenne";"BEL"
"2825";"8750";"Wingene";"BEL"
"2826";"3020";"Winksele";"BEL"
"2827";"3722";"Wintershoven";"BEL"
"2828";"6860";"Witry";"BEL"
"2829";"7890";"Wodecq";"BEL"
"2830";"8640";"Woesten";"BEL"
"2831";"6780";"Wolkrange";"BEL"
"2832";"1200";"Woluwe-Saint-Lambert";"BEL"
"2833";"1150";"Woluwe-Saint-Pierre";"BEL"
"2834";"1861";"Wolvertem";"BEL"
"2835";"2160";"Wommelgem";"BEL"
"2836";"3350";"Wommersom";"BEL"
"2837";"4690";"Wonck";"BEL"
"2838";"9032";"Wondelgem";"BEL"
"2839";"9800";"Wontergem";"BEL"
"2840";"9790";"Wortegem";"BEL"
"2841";"9790";"Wortegem-Petegem";"BEL"
"2842";"2323";"Wortel";"BEL"
"2843";"9550";"Woubrechtegem";"BEL"
"2844";"8600";"Woumen";"BEL"
"2845";"8670";"Wulpen";"BEL"
"2846";"8952";"Wulvergem";"BEL"
"2847";"8630";"Wulveringem";"BEL"
"2848";"2990";"Wuustwezel";"BEL"
"2849";"4652";"Xhendelesse";"BEL"
"2850";"4432";"Xhendremael";"BEL"
"2851";"4190";"Xhoris";"BEL"
"2852";"4550";"Yern?e-Fraineux";"BEL"
"2853";"5650";"Yves-Gomez?e";"BEL"
"2854";"5530";"Yvoir";"BEL"
"2855";"9080";"Zaffelare";"BEL"
"2856";"9506";"Zandbergen";"BEL"
"2857";"8680";"Zande";"BEL"
"2858";"2240";"Zandhoven";"BEL"
"2859";"2040";"Zandvliet";"BEL"
"2860";"8400";"Zandvoorde (Oostende)";"BEL"
"2861";"8980";"Zandvoorde (Zonnebeke)";"BEL"
"2862";"9500";"Zarlardinge";"BEL"
"2863";"8610";"Zarren";"BEL"
"2864";"1930";"Zaventem";"BEL"
"2865";"8210";"Zedelgem";"BEL"
"2866";"8380";"Zeebrugge (Brugge)";"BEL"
"2867";"9660";"Zegelsem";"BEL"
"2868";"9240";"Zele";"BEL"
"2869";"3545";"Zelem";"BEL"
"2870";"1731";"Zellik";"BEL"
"2871";"9060";"Zelzate";"BEL"
"2872";"1980";"Zemst";"BEL"
"2873";"3800";"Zepperen";"BEL"
"2874";"8490";"Zerkegem";"BEL"
"2875";"1370";"Z?trud-Lumay";"BEL"
"2876";"8470";"Zevekote";"BEL"
"2877";"9080";"Zeveneken";"BEL"
"2878";"9800";"Zeveren";"BEL"
"2879";"9840";"Zevergem";"BEL"
"2880";"3271";"Zichem";"BEL"
"2881";"3770";"Zichen-Zussen-Bolder";"BEL"
"2882";"8902";"Zillebeke";"BEL"
"2883";"9750";"Zingem";"BEL"
"2884";"2260";"Zoerle-Parwijs";"BEL"
"2885";"2980";"Zoersel";"BEL"
"2886";"3550";"Zolder";"BEL"
"2887";"9930";"Zomergem";"BEL"
"2888";"3520";"Zonhoven";"BEL"
"2889";"8980";"Zonnebeke";"BEL"
"2890";"9520";"Zonnegem";"BEL"
"2891";"9620";"Zottegem";"BEL"
"2892";"8630";"Zoutenaaie";"BEL"
"2893";"3440";"Zoutleeuw";"BEL"
"2894";"8904";"Zuidschote";"BEL"
"2895";"8377";"Zuienkerke";"BEL"
"2896";"9870";"Zulte";"BEL"
"2897";"9690";"Zulzeke";"BEL"
"2898";"3690";"Zutendaal";"BEL"
"2899";"9630";"Zwalm";"BEL"
"2900";"8550";"Zwevegem";"BEL"
"2901";"8750";"Zwevezele";"BEL"
"2902";"9052";"Zwijnaarde";"BEL"
"2903";"2070";"Zwijndrecht";"BEL"
